Date,Product_ID,Units_Sold,Inventory_Level,Unit_Price,Fuel_Price_Index,Weather_Condition,Shipping_Delay_Days,Lead_Time_Days,Delay_Risk
2046-02-14,2,248,131,30.39,1.45,1,0,5,False
2046-02-15,1,180,492,32.3,1.5,0,2,5,False
2046-02-16,2,141,553,16.34,1.41,2,4,8,True
2046-02-17,2,168,863,26.05,1.21,2,0,6,False
2046-02-18,3,212,109,30.04,1.18,2,5,2,True
2046-02-19,1,250,581,10.88,1.39,0,2,4,False
2046-02-20,2,130,795,31.88,1.25,2,5,8,True
2046-02-21,4,164,125,26.82,1.47,1,0,6,False
2046-02-22,2,240,859,50.19,1.14,3,2,2,False
2046-02-23,4,83,295,15.36,1.16,2,2,2,False
2046-02-24,1,145,178,48.01,1.5,2,1,8,False
2046-02-25,1,237,924,45.7,1.49,1,6,6,True
2046-02-26,1,255,809,22.09,1.44,1,3,5,True
2046-02-27,2,32,885,14.16,1.2,2,3,2,True
2046-02-28,0,172,196,52.09,1.42,4,0,7,False
2046-03-01,2,258,772,22.47,1.14,0,2,6,False
2046-03-02,2,209,100,17.28,1.13,3,3,3,True
2046-03-03,3,170,936,27.95,1.27,3,0,9,False
2046-03-04,3,105,572,30.04,1.43,0,0,3,False
2046-03-05,2,40,182,26.3,1.05,2,4,4,True
2046-03-06,4,201,923,58.82,1.28,2,1,8,False
2046-03-07,3,177,808,54.04,1.3,2,1,8,False
2046-03-08,2,95,878,53.65,1.29,2,5,5,True
2046-03-09,0,222,8,29.94,1.11,2,6,8,True
2046-03-10,4,248,412,58.14,1.03,3,2,6,False
2046-03-11,1,171,717,44.2,1.45,2,3,5,True
2046-03-12,2,282,933,51.6,1.29,1,2,5,False
2046-03-13,2,91,829,35.04,1.38,4,3,6,True
2046-03-14,4,244,565,18.03,1.18,2,3,2,True
2046-03-15,3,150,691,54.34,1.02,1,3,3,True
2046-03-16,3,47,103,34.32,1.13,3,5,4,True
2046-03-17,3,116,125,58.43,1.04,1,3,2,True
2046-03-18,1,65,545,22.74,1.04,0,3,5,True
2046-03-19,4,20,676,59.62,1.11,0,4,5,True
2046-03-20,4,185,944,21.12,1.32,1,4,6,True
2046-03-21,3,264,809,28.41,1.41,2,3,8,True
2046-03-22,3,238,269,39.7,1.41,2,5,3,True
2046-03-23,0,121,465,44.67,1.47,2,0,3,False
2046-03-24,0,223,800,46.01,1.33,1,0,8,False
2046-03-25,2,221,117,33.81,1.01,0,1,4,False
2046-03-26,2,73,865,13.84,1.19,0,3,9,True
2046-03-27,4,299,91,34.8,1.06,3,0,2,False
2046-03-28,4,297,611,26.73,1.39,0,1,7,False
2046-03-29,1,35,484,42.88,1.06,0,6,4,True
2046-03-30,1,32,86,19.11,1.05,4,0,5,False
2046-03-31,0,106,233,29.7,1.01,0,1,7,False
2046-04-01,2,97,912,58.31,1.48,1,2,9,False
2046-04-02,0,86,123,14.44,1.39,2,0,5,False
2046-04-03,0,230,202,40.12,1.17,1,3,3,True
2046-04-04,2,233,31,14.53,1.19,2,6,5,True
2046-04-05,1,204,356,17.85,1.03,2,3,2,True
2046-04-06,2,52,462,40.25,1.08,3,4,9,True
2046-04-07,3,134,963,32.2,1.16,0,2,2,False
2046-04-08,3,294,550,37.42,1.19,3,2,4,False
2046-04-09,3,217,93,53.99,1.31,2,0,7,False
2046-04-10,4,162,521,50.86,1.18,4,1,9,False
2046-04-11,1,247,726,54.4,1.48,4,6,2,True
2046-04-12,1,139,407,40.81,1.17,3,5,9,True
2046-04-13,4,43,99,34.48,1.47,3,6,5,True
2046-04-14,0,46,243,32.96,1.36,0,6,6,True
2046-04-15,3,94,57,46.99,1.45,3,4,9,True
2046-04-16,3,260,964,36.06,1.35,3,2,7,False
2046-04-17,0,42,356,15.29,1.28,1,2,3,False
2046-04-18,2,180,490,17.1,1.25,3,5,3,True
2046-04-19,2,60,319,27.85,1.15,3,3,3,True
2046-04-20,1,257,18,13.39,1.15,1,5,6,True
2046-04-21,4,258,356,21.96,1.11,2,3,5,True
2046-04-22,1,75,116,42.82,1.19,2,1,2,False
2046-04-23,2,117,135,10.62,1.06,1,0,5,False
2046-04-24,0,165,838,40.2,1.19,0,1,4,False
2046-04-25,1,281,295,48.62,1.42,3,0,5,False
2046-04-26,3,59,524,18.51,1.44,0,4,5,True
2046-04-27,3,212,100,19.05,1.32,4,5,3,True
2046-04-28,0,258,379,11.44,1.13,0,2,5,False
2046-04-29,2,61,154,35.62,1.12,3,6,8,True
2046-04-30,3,241,593,42.73,1.14,2,1,6,False
2046-05-01,3,215,599,32.85,1.25,3,6,3,True
2046-05-02,4,29,104,29.47,1.49,3,0,4,False
2046-05-03,1,254,641,32.72,1.05,3,5,8,True
2046-05-04,2,284,783,49.08,1.25,0,4,8,True
2046-05-05,1,88,525,11.68,1.34,2,1,6,False
2046-05-06,2,158,127,49.19,1.12,2,6,6,True
2046-05-07,3,238,400,43.32,1.48,0,2,4,False
2046-05-08,4,215,571,22.07,1.17,0,4,2,True
2046-05-09,1,93,965,36.24,1.47,0,3,5,True
2046-05-10,3,122,738,12.46,1.3,4,2,5,False
2046-05-11,2,244,528,28.98,1.0,4,6,2,True
2046-05-12,1,142,556,18.7,1.16,3,3,8,True
2046-05-13,1,121,549,11.12,1.01,4,4,8,True
2046-05-14,3,283,123,27.85,1.19,0,4,7,True
2046-05-15,1,180,359,46.31,1.47,0,3,4,True
2046-05-16,4,252,63,56.05,1.39,0,0,7,False
2046-05-17,4,294,888,43.11,1.31,2,5,7,True
2046-05-18,3,277,764,30.1,1.27,2,4,8,True
2046-05-19,2,158,773,59.97,1.19,4,1,2,False
2046-05-20,3,246,955,24.15,1.11,1,5,3,True
2046-05-21,4,292,623,19.36,1.03,1,1,3,False
2046-05-22,0,105,101,33.18,1.1,0,4,3,True
2046-05-23,0,236,560,35.25,1.18,2,5,2,True
2046-05-24,1,85,276,27.74,1.26,3,3,6,True
2046-05-25,1,276,226,44.77,1.1,4,3,3,True
2046-05-26,0,154,22,19.19,1.49,2,2,2,False
2046-05-27,4,74,843,35.52,1.04,0,3,3,True
2046-05-28,1,262,696,35.01,1.05,0,0,3,False
2046-05-29,3,271,63,51.19,1.34,1,0,5,False
2046-05-30,3,40,156,56.35,1.38,0,1,2,False
2046-05-31,4,182,794,43.16,1.49,0,4,5,True
2046-06-01,1,283,389,25.27,1.27,3,1,9,False
2046-06-02,3,87,148,44.48,1.08,4,4,4,True
2046-06-03,1,126,838,22.57,1.47,3,1,3,False
2046-06-04,1,86,362,58.33,1.49,1,4,7,True
2046-06-05,3,218,680,51.12,1.46,2,4,7,True
2046-06-06,0,211,463,31.56,1.44,1,1,3,False
2046-06-07,3,21,644,49.22,1.04,0,2,9,False
2046-06-08,4,276,398,30.43,1.43,4,0,5,False
2046-06-09,2,20,404,13.73,1.48,0,3,9,True
2046-06-10,3,134,825,45.34,1.28,4,6,9,True
2046-06-11,1,107,131,30.23,1.39,4,6,7,True
2046-06-12,1,216,196,56.52,1.33,4,0,2,False
2046-06-13,3,111,646,25.33,1.14,2,3,6,True
2046-06-14,2,293,34,52.17,1.29,1,4,7,True
2046-06-15,3,179,419,44.02,1.44,2,5,6,True
2046-06-16,2,192,376,52.67,1.25,2,1,8,False
2046-06-17,2,52,398,24.59,1.3,2,6,4,True
2046-06-18,4,92,219,33.07,1.27,3,1,2,False
2046-06-19,1,215,897,51.16,1.14,3,3,2,True
2046-06-20,1,106,887,42.19,1.32,3,1,5,False
2046-06-21,2,243,696,28.0,1.25,2,1,3,False
2046-06-22,1,63,516,35.6,1.12,0,1,3,False
2046-06-23,0,157,582,59.8,1.45,3,0,8,False
2046-06-24,2,289,341,47.09,1.48,3,1,2,False
2046-06-25,1,55,752,40.73,1.03,2,2,6,False
2046-06-26,0,53,862,51.4,1.31,1,3,4,True
2046-06-27,4,107,415,32.1,1.21,0,0,8,False
2046-06-28,1,165,455,57.5,1.26,4,0,5,False
2046-06-29,0,35,296,37.6,1.19,4,6,9,True
2046-06-30,3,252,937,26.34,1.24,0,4,2,True
2046-07-01,3,60,330,14.3,1.16,2,4,4,True
2046-07-02,0,274,704,28.78,1.06,1,6,2,True
2046-07-03,2,145,679,38.43,1.15,1,1,4,False
2046-07-04,2,27,338,45.16,1.34,4,0,4,False
2046-07-05,1,195,747,53.76,1.03,1,5,8,True
2046-07-06,3,247,805,57.2,1.19,4,6,7,True
2046-07-07,2,37,297,15.12,1.02,3,0,3,False
2046-07-08,2,75,759,40.05,1.18,2,1,7,False
2046-07-09,3,54,676,43.33,1.04,1,6,5,True
2046-07-10,4,137,311,18.6,1.17,2,3,5,True
2046-07-11,2,273,582,37.28,1.42,3,0,8,False
2046-07-12,0,232,742,26.74,1.31,0,4,7,True
2046-07-13,1,80,54,13.87,1.34,0,1,8,False
2046-07-14,2,107,984,13.29,1.25,0,0,3,False
2046-07-15,2,290,693,47.96,1.46,4,5,9,True
2046-07-16,4,51,533,40.77,1.27,4,5,9,True
2046-07-17,0,152,794,45.76,1.05,0,4,6,True
2046-07-18,1,83,104,44.26,1.47,3,2,8,False
2046-07-19,2,218,174,16.72,1.07,4,0,9,False
2046-07-20,1,275,293,17.58,1.5,0,6,7,True
2046-07-21,3,174,879,22.62,1.22,2,5,5,True
2046-07-22,2,250,550,29.96,1.04,0,1,3,False
2046-07-23,2,54,910,56.96,1.43,0,4,8,True
2046-07-24,3,45,374,43.69,1.05,2,0,4,False
2046-07-25,4,42,449,22.76,1.09,4,4,4,True
2046-07-26,2,160,444,12.8,1.21,2,1,9,False
2046-07-27,1,175,59,44.21,1.34,4,0,5,False
2046-07-28,0,132,391,41.27,1.06,3,6,4,True
2046-07-29,1,158,811,43.79,1.31,4,6,5,True
2046-07-30,4,228,810,23.06,1.39,1,5,8,True
2046-07-31,0,105,389,35.85,1.06,4,1,8,False
2046-08-01,1,79,211,28.09,1.32,1,3,8,True
2046-08-02,1,73,666,50.88,1.48,4,0,2,False
2046-08-03,3,112,684,13.47,1.48,2,0,3,False
2046-08-04,4,284,534,23.77,1.08,4,6,6,True
2046-08-05,3,232,239,40.15,1.38,0,6,8,True
2046-08-06,0,29,487,20.26,1.42,4,5,5,True
2046-08-07,3,222,720,43.64,1.44,2,4,9,True
2046-08-08,4,215,121,16.84,1.16,2,0,6,False
2046-08-09,2,77,252,11.14,1.14,4,3,8,True
2046-08-10,2,275,140,53.17,1.02,4,4,3,True
2046-08-11,0,242,451,26.67,1.2,4,4,7,True
2046-08-12,2,199,851,17.84,1.06,3,2,9,False
2046-08-13,3,54,873,18.64,1.39,1,0,3,False
2046-08-14,0,122,831,54.29,1.07,4,2,2,False
2046-08-15,4,180,152,42.72,1.41,4,5,9,True
2046-08-16,0,219,892,57.82,1.05,1,3,3,True
2046-08-17,0,179,725,50.0,1.24,0,0,4,False
2046-08-18,1,202,307,48.38,1.19,3,2,7,False
2046-08-19,1,155,559,34.99,1.3,3,2,6,False
2046-08-20,0,245,316,51.04,1.26,0,6,3,True
2046-08-21,2,262,528,30.63,1.3,1,4,3,True
2046-08-22,1,125,295,51.35,1.0,1,2,6,False
2046-08-23,4,90,842,47.89,1.06,2,2,6,False
2046-08-24,3,96,344,43.92,1.26,1,5,2,True
2046-08-25,1,73,580,26.49,1.11,3,0,8,False
2046-08-26,0,296,596,41.54,1.04,2,6,3,True
2046-08-27,2,130,281,35.34,1.11,4,6,4,True
2046-08-28,3,243,207,33.08,1.39,4,0,4,False
2046-08-29,1,94,951,59.51,1.27,4,4,2,True
2046-08-30,2,33,551,35.22,1.1,2,6,9,True
2046-08-31,2,277,980,11.6,1.01,3,0,8,False
2046-09-01,2,208,95,41.32,1.18,1,3,3,True
2046-09-02,0,258,451,46.4,1.18,2,4,6,True
2046-09-03,4,110,997,54.26,1.37,3,3,4,True
2046-09-04,2,203,761,41.63,1.46,1,0,7,False
2046-09-05,3,36,372,10.97,1.19,0,0,7,False
2046-09-06,1,31,647,15.99,1.34,3,4,3,True
2046-09-07,3,185,72,18.06,1.32,0,6,8,True
2046-09-08,0,165,812,20.56,1.21,4,2,2,False
2046-09-09,0,56,784,49.99,1.03,4,1,2,False
2046-09-10,3,89,680,25.49,1.24,3,1,9,False
2046-09-11,4,188,332,25.62,1.18,0,0,7,False
2046-09-12,0,189,392,47.78,1.28,2,3,6,True
2046-09-13,0,272,709,30.62,1.06,1,4,9,True
2046-09-14,3,161,858,13.23,1.36,4,2,9,False
2046-09-15,0,292,105,39.26,1.39,4,5,2,True
2046-09-16,4,244,100,16.5,1.19,4,0,2,False
2046-09-17,4,202,358,38.58,1.09,4,3,2,True
2046-09-18,4,240,746,48.98,1.31,3,0,4,False
2046-09-19,1,72,791,56.47,1.48,3,5,6,True
2046-09-20,4,137,328,13.35,1.35,0,1,6,False
2046-09-21,4,178,888,25.2,1.06,2,0,8,False
2046-09-22,1,155,617,42.62,1.2,0,3,6,True
2046-09-23,2,96,394,25.77,1.46,2,1,2,False
2046-09-24,0,64,34,32.55,1.32,3,5,2,True
2046-09-25,4,37,156,11.0,1.07,4,5,7,True
2046-09-26,0,224,903,44.67,1.36,0,6,4,True
2046-09-27,3,102,272,54.16,1.18,2,0,2,False
2046-09-28,0,69,966,58.84,1.24,1,1,4,False
2046-09-29,1,185,395,51.53,1.21,2,5,9,True
2046-09-30,0,262,751,11.59,1.36,0,4,9,True
2046-10-01,0,183,206,42.59,1.11,3,6,8,True
2046-10-02,0,75,756,34.78,1.19,4,3,6,True
2046-10-03,2,58,604,56.89,1.37,1,3,4,True
2046-10-04,2,147,620,55.11,1.35,0,4,3,True
2046-10-05,3,141,305,59.4,1.1,3,5,5,True
2046-10-06,1,266,625,53.1,1.18,2,5,8,True
2046-10-07,0,205,535,37.34,1.01,3,3,2,True
2046-10-08,0,227,804,45.75,1.27,3,3,6,True
2046-10-09,0,258,461,58.23,1.14,4,0,5,False
2046-10-10,0,234,251,38.91,1.01,0,2,7,False
2046-10-11,2,243,266,52.0,1.21,3,0,5,False
2046-10-12,3,107,866,57.11,1.46,2,4,6,True
2046-10-13,4,44,208,38.53,1.46,2,4,7,True
2046-10-14,1,239,954,17.96,1.19,4,2,8,False
2046-10-15,0,294,566,17.78,1.22,3,0,5,False
2046-10-16,3,154,538,15.77,1.12,2,0,4,False
2046-10-17,4,252,834,33.82,1.03,2,0,8,False
2046-10-18,3,85,502,34.01,1.35,4,1,6,False
2046-10-19,2,99,955,40.87,1.4,3,6,6,True
2046-10-20,4,274,513,34.14,1.44,4,5,7,True
2046-10-21,3,144,579,58.65,1.47,3,1,4,False
2046-10-22,2,165,913,24.57,1.46,2,0,3,False
2046-10-23,3,122,147,53.69,1.01,0,1,3,False
2046-10-24,3,296,980,15.02,1.49,2,0,9,False
2046-10-25,4,143,830,40.1,1.19,0,4,5,True
2046-10-26,2,286,973,42.42,1.44,3,0,6,False
2046-10-27,0,297,839,48.61,1.22,3,1,4,False
2046-10-28,1,130,641,35.15,1.21,1,2,7,False
2046-10-29,4,108,985,19.86,1.01,3,4,8,True
2046-10-30,2,177,82,28.45,1.03,3,3,6,True
2046-10-31,3,235,41,23.61,1.34,1,2,8,False
2046-11-01,2,55,155,30.96,1.47,0,2,7,False
2046-11-02,1,106,668,36.5,1.11,3,5,7,True
2046-11-03,1,137,452,41.25,1.05,4,3,4,True
2046-11-04,0,201,618,52.26,1.11,3,4,8,True
2046-11-05,0,87,283,55.5,1.11,3,5,8,True
2046-11-06,1,178,187,33.13,1.15,2,6,3,True
2046-11-07,4,183,616,14.43,1.05,3,6,3,True
2046-11-08,4,92,623,49.85,1.12,3,6,5,True
2046-11-09,3,138,473,33.86,1.46,4,3,7,True
2046-11-10,0,214,506,37.32,1.45,1,4,8,True
2046-11-11,3,108,132,39.79,1.16,1,4,7,True
2046-11-12,0,95,270,43.39,1.5,1,5,4,True
2046-11-13,1,240,621,54.51,1.15,2,6,7,True
2046-11-14,4,158,72,57.61,1.36,3,4,3,True
2046-11-15,4,260,927,57.01,1.32,0,2,8,False
2046-11-16,1,173,435,50.47,1.03,0,4,2,True
2046-11-17,3,72,857,54.46,1.17,4,5,9,True
2046-11-18,3,161,292,12.48,1.48,2,3,3,True
2046-11-19,2,50,654,52.46,1.03,2,2,6,False
2046-11-20,0,242,936,13.61,1.09,3,4,7,True
2046-11-21,3,285,771,47.31,1.49,0,1,7,False
2046-11-22,1,295,756,18.47,1.02,2,1,7,False
2046-11-23,3,63,436,28.01,1.22,4,4,4,True
2046-11-24,4,81,995,19.21,1.46,0,1,7,False
2046-11-25,0,220,851,32.17,1.47,2,0,2,False
2046-11-26,2,28,666,30.59,1.49,3,6,7,True
2046-11-27,0,90,660,12.4,1.24,3,5,3,True
2046-11-28,4,109,59,51.52,1.04,3,2,3,False
2046-11-29,4,43,597,52.71,1.39,3,0,8,False
2046-11-30,4,159,703,49.38,1.35,0,2,4,False
2046-12-01,4,97,326,52.38,1.29,0,3,2,True
2046-12-02,1,233,942,47.54,1.44,2,1,4,False
2046-12-03,2,35,181,56.87,1.46,4,1,3,False
2046-12-04,4,48,798,38.82,1.34,1,5,8,True
2046-12-05,4,62,784,39.13,1.06,1,1,5,False
2046-12-06,3,72,766,53.0,1.05,3,4,4,True
2046-12-07,2,295,433,27.47,1.2,2,2,7,False
2046-12-08,0,251,518,12.5,1.15,1,4,3,True
2046-12-09,2,231,637,47.49,1.07,1,1,9,False
2046-12-10,2,27,82,22.73,1.31,1,6,4,True
2046-12-11,2,141,27,33.71,1.34,1,3,3,True
2046-12-12,4,61,265,22.02,1.35,1,1,8,False
2046-12-13,4,252,282,51.35,1.09,2,6,4,True
2046-12-14,1,89,396,57.91,1.15,1,6,3,True
2046-12-15,0,35,961,12.75,1.1,1,5,2,True
2046-12-16,3,88,981,21.67,1.3,2,4,8,True
2046-12-17,2,72,762,19.48,1.28,0,1,9,False
2046-12-18,0,192,979,43.66,1.25,0,6,6,True
2046-12-19,0,281,699,31.43,1.15,0,0,6,False
2046-12-20,1,34,382,32.81,1.12,1,0,8,False
2046-12-21,3,289,810,17.85,1.45,2,4,9,True
2046-12-22,2,186,580,30.74,1.02,0,0,4,False
2046-12-23,3,82,318,25.16,1.33,3,2,7,False
2046-12-24,1,280,837,40.56,1.01,3,6,3,True
2046-12-25,4,140,610,20.86,1.1,2,5,6,True
2046-12-26,0,259,192,40.74,1.14,1,2,9,False
2046-12-27,2,126,226,28.89,1.44,0,5,9,True
2046-12-28,4,199,450,27.31,1.07,1,6,6,True
2046-12-29,1,35,181,25.28,1.47,0,5,8,True
2046-12-30,3,234,931,43.69,1.41,4,4,4,True
2046-12-31,0,96,326,38.12,1.34,4,0,7,False
2047-01-01,2,244,604,52.59,1.21,1,2,4,False
2047-01-02,4,112,654,22.08,1.45,3,0,4,False
2047-01-03,4,200,202,12.01,1.26,1,1,5,False
2047-01-04,0,193,401,19.1,1.19,0,5,2,True
2047-01-05,3,238,643,27.17,1.29,1,0,8,False
2047-01-06,1,162,471,18.98,1.12,1,0,2,False
2047-01-07,3,278,778,14.18,1.14,0,4,9,True
2047-01-08,3,66,645,32.27,1.46,3,6,2,True
2047-01-09,3,24,889,43.85,1.4,4,1,3,False
2047-01-10,0,81,178,47.58,1.26,0,6,3,True
2047-01-11,0,103,697,29.94,1.21,1,2,2,False
2047-01-12,1,152,955,33.9,1.4,2,5,8,True
2047-01-13,3,82,17,47.77,1.29,1,5,8,True
2047-01-14,0,63,462,27.64,1.21,1,5,4,True
2047-01-15,1,172,834,49.24,1.26,2,2,5,False
2047-01-16,1,289,912,58.37,1.12,1,5,2,True
2047-01-17,3,190,608,54.02,1.1,2,0,7,False
2047-01-18,2,175,545,32.68,1.49,1,3,4,True
2047-01-19,3,294,925,38.98,1.48,3,3,6,True
2047-01-20,2,39,402,45.82,1.21,4,5,5,True
2047-01-21,1,233,392,27.47,1.26,3,2,3,False
2047-01-22,0,98,935,49.96,1.41,0,0,9,False
2047-01-23,4,158,299,31.85,1.36,0,0,8,False
2047-01-24,1,117,350,52.34,1.05,1,6,6,True
2047-01-25,0,171,186,22.74,1.19,0,6,6,True
2047-01-26,1,217,346,10.57,1.13,0,1,9,False
2047-01-27,3,292,622,41.63,1.5,1,4,7,True
2047-01-28,2,175,408,32.59,1.37,1,3,7,True
2047-01-29,1,69,758,12.99,1.02,4,5,9,True
2047-01-30,0,247,70,34.38,1.45,2,0,8,False
2047-01-31,3,29,820,18.43,1.46,1,2,7,False
2047-02-01,4,168,943,41.49,1.17,4,3,6,True
2047-02-02,3,77,326,32.25,1.32,3,4,9,True
2047-02-03,2,181,211,18.56,1.34,0,0,4,False
2047-02-04,3,126,308,30.6,1.36,2,3,2,True
2047-02-05,4,205,107,21.64,1.35,3,0,6,False
2047-02-06,0,65,176,42.65,1.28,1,5,2,True
2047-02-07,1,148,426,24.76,1.48,3,4,6,True
2047-02-08,2,106,739,51.1,1.26,4,1,4,False
2047-02-09,4,268,530,10.71,1.06,1,3,2,True
2047-02-10,2,276,833,30.17,1.04,1,4,9,True
2047-02-11,3,296,417,40.85,1.01,2,1,9,False
2047-02-12,2,297,247,11.13,1.21,4,1,9,False
2047-02-13,4,23,208,20.79,1.14,0,4,3,True
2047-02-14,1,84,215,26.37,1.45,3,2,5,False
2047-02-15,1,221,712,11.09,1.43,2,6,9,True
2047-02-16,2,82,437,37.33,1.42,2,4,6,True
2047-02-17,0,162,768,41.54,1.43,1,0,6,False
2047-02-18,2,263,617,21.38,1.15,3,2,4,False
2047-02-19,3,199,987,37.17,1.21,2,1,8,False
2047-02-20,1,193,310,59.96,1.16,1,6,5,True
2047-02-21,1,130,782,54.35,1.04,1,6,9,True
2047-02-22,1,194,382,12.93,1.46,4,6,8,True
2047-02-23,0,172,980,16.39,1.31,1,3,7,True
2047-02-24,0,236,270,34.72,1.07,0,1,9,False
2047-02-25,4,259,120,22.26,1.1,4,3,9,True
2047-02-26,2,245,406,14.05,1.23,4,6,2,True
2047-02-27,2,205,244,22.73,1.03,0,3,6,True
2047-02-28,3,67,65,13.06,1.14,0,4,9,True
2047-03-01,1,227,941,36.5,1.35,2,4,3,True
2047-03-02,0,176,227,34.51,1.46,2,1,7,False
2047-03-03,3,244,881,10.32,1.46,0,4,8,True
2047-03-04,3,163,136,34.13,1.26,2,1,7,False
2047-03-05,0,130,193,35.99,1.16,0,6,3,True
2047-03-06,2,151,705,40.29,1.46,0,6,4,True
2047-03-07,1,132,657,58.5,1.39,1,4,7,True
2047-03-08,2,108,656,59.13,1.29,2,4,8,True
2047-03-09,3,180,488,36.35,1.42,4,6,6,True
2047-03-10,1,94,583,52.26,1.23,4,3,4,True
2047-03-11,4,26,353,14.26,1.06,2,2,5,False
2047-03-12,3,132,929,36.56,1.47,2,4,3,True
2047-03-13,2,55,964,43.95,1.27,2,5,3,True
2047-03-14,2,285,703,38.24,1.35,2,5,4,True
2047-03-15,2,132,555,21.54,1.2,1,5,5,True
2047-03-16,0,242,156,13.13,1.07,0,4,7,True
2047-03-17,3,230,957,29.33,1.14,2,1,2,False
2047-03-18,1,37,475,42.38,1.02,2,3,8,True
2047-03-19,2,260,15,59.59,1.04,0,5,5,True
2047-03-20,2,153,77,21.83,1.1,0,6,4,True
2047-03-21,0,239,51,55.89,1.28,0,3,7,True
2047-03-22,1,121,513,13.41,1.5,3,2,7,False
2047-03-23,3,159,503,56.55,1.42,4,2,7,False
2047-03-24,4,188,743,51.62,1.04,2,2,4,False
2047-03-25,0,210,60,11.05,1.42,1,6,5,True
2047-03-26,3,44,131,24.91,1.27,1,4,4,True
2047-03-27,4,52,381,12.55,1.33,0,1,3,False
2047-03-28,2,25,563,59.78,1.06,1,5,4,True
2047-03-29,2,213,808,31.39,1.2,4,0,2,False
2047-03-30,1,249,691,43.11,1.44,2,5,9,True
2047-03-31,4,156,542,21.71,1.21,1,5,3,True
2047-04-01,2,235,409,56.69,1.06,4,1,8,False
2047-04-02,2,202,154,23.71,1.16,4,6,6,True
2047-04-03,1,187,632,23.01,1.11,3,3,3,True
2047-04-04,3,57,50,25.73,1.34,3,2,8,False
2047-04-05,2,182,993,33.12,1.46,1,0,3,False
2047-04-06,0,161,94,10.93,1.37,4,3,9,True
2047-04-07,0,267,687,39.89,1.42,0,2,3,False
2047-04-08,3,122,522,11.58,1.4,3,5,7,True
2047-04-09,4,218,903,36.96,1.01,4,0,5,False
2047-04-10,1,219,523,32.89,1.06,3,1,8,False
2047-04-11,0,61,354,22.13,1.21,2,5,6,True
2047-04-12,0,166,44,26.49,1.06,4,3,2,True
2047-04-13,3,85,801,45.28,1.37,4,4,9,True
2047-04-14,4,212,204,10.48,1.04,2,5,3,True
2047-04-15,4,57,730,25.83,1.21,3,0,8,False
2047-04-16,3,160,839,44.01,1.2,2,0,8,False
2047-04-17,0,125,430,17.61,1.27,1,5,5,True
2047-04-18,1,171,255,38.02,1.31,0,5,4,True
2047-04-19,0,57,247,18.45,1.47,3,1,6,False
2047-04-20,4,116,532,17.74,1.14,4,1,8,False
2047-04-21,0,127,40,48.61,1.33,1,3,7,True
2047-04-22,1,138,458,23.33,1.02,3,4,8,True
2047-04-23,2,170,789,28.79,1.0,0,2,9,False
2047-04-24,0,93,276,46.5,1.01,4,5,9,True
2047-04-25,3,76,923,18.98,1.22,2,0,2,False
2047-04-26,2,271,194,36.59,1.28,0,6,6,True
2047-04-27,3,274,70,55.89,1.0,3,0,2,False
2047-04-28,3,273,269,37.69,1.2,4,3,2,True
2047-04-29,3,278,334,12.44,1.02,3,2,4,False
2047-04-30,0,289,584,39.48,1.33,0,6,8,True
2047-05-01,4,53,307,14.51,1.32,4,2,9,False
2047-05-02,2,257,426,24.11,1.39,0,5,9,True
2047-05-03,1,198,198,52.48,1.27,3,2,2,False
2047-05-04,4,123,75,10.55,1.31,4,3,4,True
2047-05-05,0,48,786,13.85,1.14,4,6,3,True
2047-05-06,3,246,794,28.17,1.04,4,0,6,False
2047-05-07,1,251,657,59.97,1.37,3,1,2,False
2047-05-08,2,136,524,24.59,1.31,1,0,4,False
2047-05-09,4,226,874,17.86,1.47,3,1,3,False
2047-05-10,4,204,640,37.47,1.49,2,1,6,False
2047-05-11,1,157,229,35.96,1.42,1,3,3,True
2047-05-12,0,183,84,32.48,1.49,3,5,5,True
2047-05-13,2,94,161,57.33,1.32,2,2,9,False
2047-05-14,1,252,396,24.01,1.05,0,5,6,True
2047-05-15,3,274,876,24.67,1.04,2,3,4,True
2047-05-16,2,28,370,17.01,1.4,4,5,2,True
2047-05-17,4,222,562,44.86,1.12,1,5,4,True
2047-05-18,1,110,214,26.07,1.03,3,1,7,False
2047-05-19,4,169,0,50.14,1.24,3,0,4,False
2047-05-20,4,195,982,58.59,1.16,4,6,4,True
2047-05-21,4,52,376,12.18,1.29,1,1,6,False
2047-05-22,0,203,411,59.66,1.3,1,6,6,True
2047-05-23,4,176,634,22.71,1.34,4,3,5,True
2047-05-24,3,72,799,31.01,1.29,1,6,7,True
2047-05-25,3,221,199,48.89,1.19,4,5,9,True
2047-05-26,2,293,182,43.27,1.01,2,5,3,True
2047-05-27,4,194,409,48.92,1.45,4,6,9,True
2047-05-28,4,263,397,33.32,1.16,3,6,7,True
2047-05-29,1,288,215,55.8,1.25,0,0,8,False
2047-05-30,0,93,751,49.5,1.28,2,2,4,False
2047-05-31,2,115,348,25.46,1.16,3,3,9,True
2047-06-01,4,192,579,57.42,1.15,2,5,5,True
2047-06-02,1,174,830,58.05,1.13,3,6,5,True
2047-06-03,0,202,593,30.75,1.12,1,5,6,True
2047-06-04,2,277,653,42.6,1.02,4,4,3,True
2047-06-05,2,94,922,50.74,1.48,3,5,5,True
2047-06-06,4,193,40,50.87,1.3,3,1,2,False
2047-06-07,2,250,750,10.71,1.05,1,2,5,False
2047-06-08,1,266,2,41.45,1.3,0,2,6,False
